"reino","filo","classe","ordem","familia","genero","especie","subespecie","nome_cientifico_anterior","autor","nome_comum","grupo","mesano_avaliacao","categoria","possivemente_extinta","criterio","justificativa","endemica_brasil","consta_em_lista_nacional_oficial","estado","regiao","bioma","bacia_hidrografica","unidade_de_conservacao_federal","unidade_de_conservacao_estadual","rppn","migratoria","tendencia_populacional","ameaca","uso","acao_conservacao","plano_de_acao","listas_e_convencoes","altitudeminmax","barimetriaminmax"
"Animalia","Chordata","Amphibia","Anura","Hylidae","Boana","Boana jaguariaivensis","","Boana jaguariaivensis","(Caramaschi, Cruz & Segalla, 2010)","","Anfíbios","11/2025","Quase Ameaçada","","","Boana jaguariaivensis é endêmica do Brasil, com distribuição restrita à bacia do rio Tibagi, nos estados do Paraná e de São Paulo, abrangendo uma extensão de ocorrência de 3.628,87 km². Ocorre em ambientes de cerrado associados a formações campestres, sendo registrada também em lagoas e áreas de pastagens pouco alteradas. Embora apresente tolerância moderada a alterações, a espécie não é observada em plantações nem em áreas urbanas, indicando dependência de habitats naturais ou semiconservados. A região de ocorrência tem sido submetida a pressões crescentes decorrentes da expansão agrícola e da silvicultura, resultando em perda expressiva de hábitat entre 2014 e 2024, estimada em 32%. Não foi possível delimitar localizações claramente associadas a ameaças específicas, e a espécie não se encontra severamente fragmentada; entretanto, a continuidade da conversão de áreas naturais sugere tendência de declínio da qualidade do hábitat, com potencial impacto em parte de sua população. Por essas razões, Boana jaguariaivensis foi avaliada como Quase Ameaçada (NT), aproximando-se de VU B1b(iii).","Sim","Não","Paraná, São Paulo","|Sudeste|Sul|","Cerrado, Mata Atlântica","Sub-bacia Paranapanema","","ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DA ESCARPA DEVONIANA","","Não","Declinando","2 - Agropecuária e Aquacultura
2.1 - Culturas anuais e perenes não-madeireiras
2.1.2 - Agricultura em pequenas propriedades
2 - Agropecuária e Aquacultura
2.1.3 - Agricultura agro-industrial
2 - Agropecuária e Aquacultura
2.2 - Silvicultura
2.2.1 - Plantações em pequenas propriedades
2 - Agropecuária e Aquacultura
2.2.2 - Plantações agro-industriais
9 - Poluição
9.3 - Agropecuária e florestal
9.3.3 - Herbicidas e pesticidas","","Proteção de recursos/habitat","","","659 , 1213",""
"Animalia","Chordata","Amphibia","Anura","Hylidae","Bokermannohyla","Bokermannohyla flavopicta","","","Leite, Pezzuti, & Garcia, 2012","","Anfíbios","09/2018","Quase Ameaçada","","","Bokermannohyla flavopictaé endêmica do Brasil com distribuição restrita à porção sudoeste da Chapada Diamantina no estado da Bahia, em altitudes entre 1.500 e 1.700 metros. Sua extensão de ocorrência foi estimada em 311 km2. Trata-se de espécie de hábitat específico, com forte associação com bromélias em áreas de campos rupestres no bioma Caatinga. As principais ameaças à espécie são incêndios recorrentes, muitas vezes ilegais, e pisoteio de gado, que provocam declínio na qualidade do hábitat, muitas vezes destruindo as bromélias. No entanto, não há informação de que a população esteja severamente fragmentada. Sendo assim, Bokermannohyla flavopicta aproxima-se de Em Perigo (EN) pelo critério B1b(iii) e, por isso, foi avaliada como Quase Ameaçada (NT).","Sim","Não","Bahia","|Nordeste|","Caatinga","Sub-bacia São Francisco Médio","","ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO BARBADO","RPPN Itamarandiba","Não","Desconhecida","2 - Agropecuária e Aquacultura
2.1 - Culturas anuais e perenes não-madeireiras
2.1.4 - Agricultura de escala desconhecida
2 - Agropecuária e Aquacultura
2.3 - Pecuária
2.3.4 - Pecuária em escala desconhecida
5 - Uso de recursos biológicos
5.2 - Coleta de plantas terrestres
5.2.2 - Efeitos indiretos (a espécie não é o alvo)
6 - Distúrbios humanos
6.1 - Atividades recreacionais/turísticas
7 - Modificações nos sistemas naturais
7.1 - Incêndios e supressão de incêndios
7.1.3 - Tendência desconhecida","","Implementação de corredores, Proteção de locais/áreas, Proteção de recursos/habitat","","","",""
"Animalia","Chordata","Amphibia","Anura","Hylidae","Bokermannohyla","Bokermannohyla lucianae","","Bokermannohyla lucianae","(Napoli & Pimenta, 2003)","Perereca","Anfíbios","11/2025","Quase Ameaçada","","","","Sim","Não","Bahia","|Nordeste|","Mata Atlântica","Sub-bacia Contas
Sub-bacia Jequitinhonha","PARNA da Serra das Lontras, REBIO de Una, RVS de Una","","RPPN Boa União","Não","Declinando","1 - Desenvolvimento residencial e comercial
1.4 - Assentamentos e pequenas propriedades rurais
2 - Agropecuária e Aquacultura
2.1 - Culturas anuais e perenes não-madeireiras
2.1.2 - Agricultura em pequenas propriedades
2 - Agropecuária e Aquacultura
2.3 - Pecuária
2.3.2 - Pecuária em pequenas propriedades
5 - Uso de recursos biológicos
5.2 - Coleta de plantas terrestres
5.2.2 - Efeitos indiretos (a espécie não é o alvo)","","Criação de áreas protegidas, Expansão de áreas protegidas, Implementação de áreas protegidas, Implementação de corredores, Plano de Ação Nacional (PAN), Proteção de recursos/habitat","Plano de Ação Nacional para a Conservação da Herpetofauna Ameaçada da Mata Atlântica Nordestina","","5 , 816",""
"Animalia","Chordata","Amphibia","Anura","Hylidae","Bokermannohyla","Bokermannohyla martinsi","","Bokermannohyla martinsi","(Bokermann, 1964)","Perereca","Anfíbios","06/2017","Quase Ameaçada","","","Bokermannohyla martinsi é endêmica do Brasil, conhecida de regiões montanhosas no Quadrilátero Ferrífero do estado de Minas Gerais, em região de transição do bioma Mata Atlântica com o Cerrado. Sua extensão de ocorrência foi estimada em 3.816 km2. Trata-se de espécie comum, encontrada em rochas de borda de riachos em ,ata de galeria e, provavelmente, não se adapta a ambientes perturbados. A principal ameaça à espécie é a atividade minerária, causadora de declínio da área e qualidade do seu hábitat, e algumas subpopulações não foram mais encontradas. Contudo, não há indícios de que a população esteja severamente fragmentada. Sendo assim, Bokermannohyla martinsi quase se qualifica como Em perigo (EN) pelo critério B1b (iii,iv), sendo avaliada como Quase Ameaçada (NT).","Sim","Não","Minas Gerais","|Sudeste|","Mata Atlântica","Sub-bacia Doce
Sub-bacia São Francisco Alto","PARNA da Serra do Gandarela","ÁREA DE PROTEÇÃO AMBIENTAL CACHOEIRA DAS ANDORINHAS, ÁREA DE PROTEÇÃO AMBIENTAL SUL-RMBH, FLORESTA ESTADUAL DO UAIMII, MONUMENTO NATURAL ESTADUAL DE ITATIAIA, MONUMENTO NATURAL ESTADUAL SERRA DA MOEDA, PARQUE ESTADUAL DO ITACOLOMI, PARQUE ESTADUAL SERRA DO OURO BRANCO","RPPN dos Feixos, RPPN Itajurú ou Sobrado, RPPN Poço Fundo, RPPN Sítio São Francisco","Não","Desconhecida","3 - Produção energética e mineração
3.2 - Mineração
3.2.3 - Extração de minérios - subsolo
6 - Distúrbios humanos
6.1 - Atividades recreacionais/turísticas
7 - Modificações nos sistemas naturais
7.1 - Incêndios e supressão de incêndios
7.1.1 - Aumento da frequência/intensidade de incêndios","","Plano de Ação Nacional (PAN)","Plano de Ação Nacional para a Conservação da Herpetofauna do Espinhaço Mineiro - 2º ciclo, Plano de Ação Nacional para a Conservação dos Répteis e Anfíbios Ameaçados de Extinção na Serra do Espinhaço, Plano de Ação Nacional para conservação da Herpetofauna Ameaçada da Mata Atlântica da Região Sudeste do Brasil","","",""
"Animalia","Chordata","Amphibia","Anura","Hylidae","Bokermannohyla","Bokermannohyla sagarana","","Bokermannohyla sagarana","Leite, Pezzuti & Drummond, 2011","Perereca-sagarana","Anfíbios","06/2017","Quase Ameaçada","","","Bokermannohyla sagarana é endêmica do Brasil, conhecida apenas para a região da Serra do Cabral, no estado de Minas Gerais. A espécie ocorre em campos rupestres no topo de montanhas e sua extensão de ocorrência foi estimada em 181 km2. Há declínio da área e qualidade do hábitat da espécie em função principalmente do avanço da silvicultura. No entanto, não há indícios de que sua população esteja severamente fragmentada. Sendo assim, Bokermannohyla sagarana aproxima-se de Em Perigo (EN) pelo critério B1b(iii) e, por isso, foi avaliada como Quase Ameaçada (NT)","Sim","Não","Minas Gerais","|Sudeste|","Cerrado","Sub-bacia São Francisco Alto","","PARQUE ESTADUAL DA SERRA DO CABRAL","","Não","Desconhecida","2 - Agropecuária e Aquacultura
2.2 - Silvicultura
2.2.2 - Plantações agro-industriais
2 - Agropecuária e Aquacultura
2.3 - Pecuária
2.3.3 - Pecuária agro-industrial
3 - Produção energética e mineração
3.2 - Mineração
3.2.3 - Extração de minérios - subsolo","","","","","",""
"Animalia","Chordata","Reptilia","Squamata","Viperidae","Bothrops","Bothrops pirajai","","Bothrops pirajai","Amaral, 1923","jararacuçu-tapete, Piraja's Lancehead","Répteis","11/2019","Quase Ameaçada","","B1ab(iii)","Bothrops pirajai é endêmica do Brasil e ocorre na Mata Atlântica no sul do estado Bahia, entre o sul do Recôncavo Baiano e a região cacaueira de Itabuna e Ilhéus. Sua extensão de ocorrência foi calculada em 6.162 km². A espécie ocorre em floresta ombrófila densa, mas já foi registrada em cabrucas (floresta primária com sub-bosque desbastado garantindo o sombreamento para o cultivo de cacau). Na parte norte da distribuição, seu hábitat encontra-se bastante reduzido pela conversão das florestas em áreas agropastoris, mas parte da sua distribuição, especialmente na porção sul, é coberta por cabrucas, ambiente no qual a espécie pode ser encontrada e que pode funcionar como corredor entre os fragmentos de floresta nativa. Entre 2007 e 2017 houve regeneração de cerca de 4% da vegetação natural ao longo da extensão de ocorrência da espécie. Contudo, a espécie é rara, e a contínua presença de trabalhadores e moradores no interior e nas proximidades das cabrucas causam declínio continuado do número de indivíduos maduros da espécie, uma vez que ela é morta sempre que é encontrada. A população da espécie, no entanto, não se encontra severamente fragmentada e não é possível definir o número de localizações. Por aproximar-se de Vulnerável (VU) pelo critério B1b(v), Bothrops pirajai foi avaliada como Quase Ameaçada (NT).","Sim","Sim","Bahia","|Nordeste|","Mata Atlântica","Sub-bacia Itapecuru-Paraguaçu","","ÁREA DE PROTEÇÃO AMBIENTAL BAÍA DE CAMAMU, ÁREA DE PROTEÇÃO AMBIENTAL LAGOA ENCANTADA","","","Desconhecida","1 - Desenvolvimento residencial e comercial
1.4 - Assentamentos e pequenas propriedades rurais
2 - Agropecuária e Aquacultura
2.1 - Culturas anuais e perenes não-madeireiras
2.1.3 - Agricultura agro-industrial
5 - Uso de recursos biológicos
5.1 - Caça e captura de animais terrestres ou marinhos
5.1.1 - Caça/captura intencional (a espécie é o alvo)
5.1.1.6 - Retaliação/controle","","Plano de Ação Nacional (PAN)","Plano de Ação Nacional para a Conservação da Herpetofauna Ameaçada da Mata Atlântica Nordestina, Plano de Ação Nacional para a Conservação da Herpetofauna do Nordeste - 2º ciclo","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022","",""
"Animalia","Chordata","Amphibia","Anura","Brachycephalidae","Brachycephalus","Brachycephalus actaeus","","Brachycephalus actaeus","Monteiro, Condez, Garcia, Comitti, Amaral & Haddad, 2018","","Anfíbios","01/2026","Quase Ameaçada","","","Brachycephalus actaeus é endêmica do Brasil e restrita ao litoral nordeste de Santa Catarina, em remanescentes de floresta ombrófila densa submontana e montana. Sua extensão de ocorrência é estimada em aproximadamente 488 km² e sua área de ocupação, em cerca de 352 km². São conhecidas três subpopulações isoladas e fortemente estruturadas. A espécie não ocorre em unidade de conservação de proteção integral e é bastante sensível a alterações ambientais. Em todas as subpopulações, há impactos antrópicos decorrentes da expansão urbana, silvicultura, abertura de estradas e trilhas, e instalação de portos, que provocam redução de área e qualidade do habitat. No entanto, não é possível afirmar que sua população encontra-se severamente fragmentada, e os impactos sao localizados, não sendo possível definir menos de dez localizações. Por essas razões, Brachycephalus actaeus foi avaliada como Quase Ameaçada (NT).","Sim","Não","Santa Catarina","|Sul|","Mata Atlântica","Sub-bacia Litoral SP PR SC","","","","","Declinando","11 - Mudanças e extremos climáticos
11.1 - Mudança/alteração de habitat
1 - Desenvolvimento residencial e comercial
1.1 - Expansão urbana
1 - Desenvolvimento residencial e comercial
1.2 - Áreas comerciais e industriais
2 - Agropecuária e Aquacultura
2.1 - Culturas anuais e perenes não-madeireiras
2.1.2 - Agricultura em pequenas propriedades
2 - Agropecuária e Aquacultura
2.2 - Silvicultura
2.2.1 - Plantações em pequenas propriedades
2 - Agropecuária e Aquacultura
2.2.2 - Plantações agro-industriais
2 - Agropecuária e Aquacultura
2.3 - Pecuária
2.3.2 - Pecuária em pequenas propriedades
4 - Transportes e serviços de transmissão
4.1 - Estradas e ferrovias
4 - Transportes e serviços de transmissão
4.3 - Portos
5 - Uso de recursos biológicos
5.2 - Coleta de plantas terrestres
5.2.2 - Efeitos indiretos (a espécie não é o alvo)","","Proteção de recursos/habitat","","","20 , 698",""
"Animalia","Chordata","Amphibia","Anura","Brachycephalidae","Brachycephalus","Brachycephalus alipioi","","Brachycephalus alipioi","Pombal & Gasparini, 2006","Pingo-de-ouro, Pingo-de-ouro-do-Alípio","Anfíbios","01/2026","Quase Ameaçada","","","Brachycephalus alipioi é endêmica do Brasil, conhecida da serra central do Espírito Santo, onde ocorre em florestas nebulares montanas da Mata Atlântica. Sua extensão de ocorrência e área de ocupação são estimadas em cerca de 240 km². A espécie habita ambientes bem preservados, úmidos e sombreados, geralmente próximos a corpos d’água, sendo altamente sensível a alterações microclimáticas, especialmente à redução da umidade e à exposição excessiva da serrapilheira. Embora ocorram áreas protegidas na região, como os Parques Estaduais de Pedra Azul e Forno Grande, há pressões crescentes associadas à silvicultura (Eucalyptus), à agricultura (hortaliças e morango), ao uso intensivo de agrotóxicos e à expansão urbana, incluindo a construção de condomínios. Além disso, a concessão das unidades de conservação para atividades turísticas pode representar uma ameaça adicional caso o zoneamento não assegure a integridade dos habitats da espécie. No entanto, ainda ocorre em blocos florestais relativamente grandes em relação ao tamanho da distribuição, não havendo evidências de que a população esteja severamente fragmentada, e não é possível definir menos de dez localizações a partir das ameaças. Por essas razões, Brachycephalus alipioi aproxima-se da categoria Em Perigo (EN) B1b)(iii)+2b(iii) e foi avaliada como Quase Ameaçada (NT).","Sim","Não","Espírito Santo","|Sudeste|","Mata Atlântica","Sub-bacia Litoral ES","","PARQUE ESTADUAL DO FORNO GRANDE","ÁGUIA BRANCA","","Declinando","11 - Mudanças e extremos climáticos
11.1 - Mudança/alteração de habitat
11 - Mudanças e extremos climáticos
11.2 - Secas
1 - Desenvolvimento residencial e comercial
1.1 - Expansão urbana
2 - Agropecuária e Aquacultura
2.1 - Culturas anuais e perenes não-madeireiras
2.1.2 - Agricultura em pequenas propriedades
2 - Agropecuária e Aquacultura
2.1.3 - Agricultura agro-industrial
2 - Agropecuária e Aquacultura
2.2 - Silvicultura
2.2.2 - Plantações agro-industriais
9 - Poluição
9.3 - Agropecuária e florestal
9.3.3 - Herbicidas e pesticidas","","Manejo de locais/áreas, Plano de Ação Nacional (PAN), Proteção de locais/áreas","Plano de Ação Nacional para conservação da Herpetofauna Ameaçada da Mata Atlântica da Região Sudeste do Brasil","","800 , 1500",""
"Animalia","Chordata","Amphibia","Anura","Brachycephalidae","Brachycephalus","Brachycephalus curupira","","Brachycephalus curupira","Ribeiro, Blackburn, Stanley, Pie & Bornschein, 2017","","Anfíbios","10/2025","Quase Ameaçada","","","","Sim","Não","Paraná","|Sul|","Mata Atlântica","Sub-bacia Iguaçu
Sub-bacia Litoral SP PR SC","","ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA, ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DO PIRAQUARA","","","Declinando","11 - Mudanças e extremos climáticos
11.1 - Mudança/alteração de habitat
11 - Mudanças e extremos climáticos
11.2 - Secas
2 - Agropecuária e Aquacultura
2.1 - Culturas anuais e perenes não-madeireiras
2.1.4 - Agricultura de escala desconhecida
2 - Agropecuária e Aquacultura
2.2 - Silvicultura
2.2.2 - Plantações agro-industriais
3 - Produção energética e mineração
3.2 - Mineração
3.2.3 - Extração de minérios - subsolo
4 - Transportes e serviços de transmissão
4.1 - Estradas e ferrovias
4 - Transportes e serviços de transmissão
4.7 - Linhas de força/transmissão
5 - Uso de recursos biológicos
5.3 - Extração florestal
5.3.3 - Efeitos indiretos - subsistência/pequena escala
7 - Modificações nos sistemas naturais
7.1 - Incêndios e supressão de incêndios
7.1.1 - Aumento da frequência/intensidade de incêndios","","Proteção de locais/áreas, Proteção de recursos/habitat","","","1095 , 1320",""
"Animalia","Chordata","Amphibia","Anura","Brachycephalidae","Brachycephalus","Brachycephalus olivaceus","","Brachycephalus olivaceus","Bornschein, Morato, Firkowski, Ribeiro & Pie, 2015","","Anfíbios","10/2025","Quase Ameaçada","","","Brachycephalus olivaceus é endêmica do Brasil, conhecida apenas da Mata Atlântica de Santa Catarina, com registros nos municípios de Joinville (Serra Queimada e Castelo dos Bugres) e Corupá (Morro do Boi), entre 650 e 985 metros de altitude. A espécie ocorre em remanescentes de floresta ombrófila densa montana e apresenta extensão de ocorrência estimada em menos de 300 km². Não há registros em unidades de conservação de proteção integral. Seu habitat é afetado por diferentes fontes de perturbação, incluindo desmatamento, expansão de atividades agropecuárias, silvicultura de Pinus, uso do fogo e aumento da visitação e do turismo, especialmente no Castelo dos Bugres. Apesar da distribuição restrita, ainda existem remanescentes florestais bem preservados ao longo de sua distribuição, e os impactos são localizados. Não há evidências de que a população esteja severamente fragmentada, nem foi possível definir menos de 10 localizações com base nas ameaças atuais. Por essas razões, Brachycephalus olivaceus foi avaliada como Quase Ameaçada (NT).","Sim","Não","Santa Catarina","|Sul|","Mata Atlântica","Sub-bacia Litoral SP PR SC","","","","Não","Declinando","11 - Mudanças e extremos climáticos
11.1 - Mudança/alteração de habitat
11 - Mudanças e extremos climáticos
11.2 - Secas
1 - Desenvolvimento residencial e comercial
1.4 - Assentamentos e pequenas propriedades rurais
2 - Agropecuária e Aquacultura
2.2 - Silvicultura
2.2.2 - Plantações agro-industriais
2 - Agropecuária e Aquacultura
2.3 - Pecuária
2.3.2 - Pecuária em pequenas propriedades
6 - Distúrbios humanos
6.1 - Atividades recreacionais/turísticas
7 - Modificações nos sistemas naturais
7.1 - Incêndios e supressão de incêndios
7.1.1 - Aumento da frequência/intensidade de incêndios","","Proteção de recursos/habitat, Restauração de habitat e processos naturais","","","650 , 985",""
"Animalia","Chordata","Amphibia","Anura","Brachycephalidae","Brachycephalus","Brachycephalus tridactylus","","Brachycephalus tridactylus","Garey, Lima, Hartmann & Haddad, 2012","Pingo-de-ouro","Anfíbios","10/2025","Quase Ameaçada","","","","Sim","Não","Paraná, São Paulo","|Sudeste|Sul|","Mata Atlântica","Sub-bacia Litoral RJ SP
Sub-bacia Litoral SP PR SC","APA de Guaraqueçaba","PARQUE ESTADUAL DA ILHA DO CARDOSO, PARQUE ESTADUAL DO RIO TURVO","","Não","Declinando","2 - Agropecuária e Aquacultura
2.1 - Culturas anuais e perenes não-madeireiras
2.1.2 - Agricultura em pequenas propriedades
2 - Agropecuária e Aquacultura
2.3 - Pecuária
2.3.2 - Pecuária em pequenas propriedades
5 - Uso de recursos biológicos
5.3 - Extração florestal
5.3.4 - Efeitos indiretos - larga escala
7 - Modificações nos sistemas naturais
7.1 - Incêndios e supressão de incêndios
7.1.1 - Aumento da frequência/intensidade de incêndios","","Implementação de áreas protegidas, Manejo de locais/áreas, Nível regional, Proteção de recursos/habitat, Restauração de habitat e processos naturais, Substituição de atividade econômica","","","715 , 1140",""
"Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Brechmorhoga","Brechmorhoga goncalvensis","","","Vilela, Stefani-Santos & Ávila Júnior, 2021","Libélula","Invertebrados de Água Doce","01/2023","Quase Ameaçada","","","Brechmorhoga goncalvensis é endêmica do Brasil, com registro nos estados de Minas Gerais e Rio de Janeiro, em localidades de altitude elevada (acima de 1.000m) e é associada à ambientes de riacho com fundo de pedra. Sua Extensão de Ocorrência (EOO) foi calculada em 4.130km2. A região de ocorrência da espécie é afetada, principalmente, pela atividade agropecuária que promove redução, intensa fragmentação e declínio continuado da qualidade do habitat remanescente. Entretanto, apesar da baixa densidade populacional onde é encontrada, sua capacidade de dispersão é relativamente alta e, dessa forma, não há indícios de que sua população esteja severamente fragmentada. Portanto, por aproximar-se de Em Perigo (EN), pelo critério B1b(iii), B. goncalvensis foi categorizada como Quase Ameaçada (NT).","Sim","Não","Minas Gerais, Rio de Janeiro","|Sudeste|","Mata Atlântica","Sub-bacia Grande
Sub-bacia Litoral RJ
Sub-bacia Paraíba do Sul","PARNA de Itatiaia","ÁREA DE PROTEÇÃO AMBIENTAL FERNÃO DIAS","","","Desconhecida","2 - Agropecuária e Aquacultura
2.1 - Culturas anuais e perenes não-madeireiras
2.1.2 - Agricultura em pequenas propriedades
2 - Agropecuária e Aquacultura
2.3 - Pecuária
2.3.2 - Pecuária em pequenas propriedades","","","","","",""
"Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Brucepattersonius","Brucepattersonius griserufescens","","Brucepattersonius griserufescens","Hershkovitz, 1998","Rato-do-chão","Mamíferos","11/2021","Quase Ameaçada","","","Brucepattersonius griserufescens é endêmica do Brasil e conhecida apenas da Serra do Caparaó, no estado do Espírito Santo. A espécie é associada a ambientes florestais e campos de altitude entre 1.800 e 2.400 m. A Extensão de Ocorrência (EOO) é estimada em 92km&sup2; e a Área de Ocupação (AOO) de 72 km&sup2;, considerando o habitat disponível acima de 1800m. Devido à altitude essa região tem regime particular de chuvas e de temperaturas e essas características mantêm campos de altitude adequados à presença da espécie. O uso turístico do Parque Nacional aumenta a susceptibilidade da área e promove declínio continuado da qualidade do habitat remanescente já que queimadas já ocorrem na região. Os incêndios podem ocorrer por causas naturais, acidentais ou até mesmo criminosas e esses eventos podem ser intensificados pelas mudanças climáticas. Por se aproximar de Em Perigo (EN) pelo critério B1b(iii)+2b(iii), Brucepattersonius griserufescens foi categorizada como Quase Ameaçada (NT).","Sim","Não","Espírito Santo, Minas Gerais","|Sudeste|","Mata Atlântica","Sub-bacia Doce","PARNA do Caparaó","","","Desconhecido","Desconhecida","11 - Mudanças e extremos climáticos
11.1 - Mudança/alteração de habitat
11 - Mudanças e extremos climáticos
11.4 - Tempestades/enchentes
2 - Agropecuária e Aquacultura
2.1 - Culturas anuais e perenes não-madeireiras
2.1.2 - Agricultura em pequenas propriedades
2 - Agropecuária e Aquacultura
2.1.3 - Agricultura agro-industrial
5 - Uso de recursos biológicos
5.3 - Extração florestal
5.3.5 - Motivação desconhecida
6 - Distúrbios humanos
6.1 - Atividades recreacionais/turísticas","","","","","1800 , 2400",""
"Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Brucepattersonius","Brucepattersonius nebulosus","","","Abreu-Jr., Vilela, Christoff, Valiati & Percequillo, 2019","","Mamíferos","11/2021","Quase Ameaçada","","","Brucepattersonius nebulosus é endêmica do Brasil, ocorrendo em áreas de florestas nebulares acima de 1.000 m de altitude em maciços de montanhas isoladas nos estados de São Paulo, Minas Gerais e Rio de Janeiro. Está presente em Unidades de Conservação e sua Extensão de Ocorrência (EOO) foi estimada em 12.171km². Trata-se de um táxon recentemente descrito e que não possui dados sobre tendência populacional. Porém observa-se que a espécie é rara, ocorrendo em baixas densidades, o que torna suas subpopulações mais suscetíveis a eventos estocásticos. Estudos projetam uma tendência crescente de haver extremos de precipitação em função das mudanças climáticas em áreas de altitudes elevadas. Como eventos extremos são entendidos tempestades e períodos anormais de estiagem, os quais aumentam a probabilidade de que as áreas atingidas por incêndios sejam progressivamente maiores. Há declínio da qualidade do habitat devido a incêndios que ocorrem na região e pela perda de extensão de habitat convertido em áreas não adequadas. Por aproximar-se de Vulnerável (VU) pelo critério B1b(iii), Brucepattersonius nebulosus foi categorizada como Quase Ameaçada (NT).","Sim","Não","Minas Gerais, Rio de Janeiro, São Paulo","|Sudeste|","Mata Atlântica","Sub-bacia Grande
Sub-bacia Litoral RJ
Sub-bacia Paraíba do Sul","APA Petrópolis, APA Serra da Mantiqueira, PARNA da Serra da Bocaina, PARNA da Serra dos Órgãos, PARNA de Itatiaia","ÁREA DE PROTEÇÃO AMBIENTAL DE MACAÉ DE CIMA, ESTAÇÃO ECOLÓGICA BANANAL","","Desconhecido","Desconhecida","11 - Mudanças e extremos climáticos
11.1 - Mudança/alteração de habitat
11 - Mudanças e extremos climáticos
11.3 - Extremos térmicos
11 - Mudanças e extremos climáticos
11.4 - Tempestades/enchentes
7 - Modificações nos sistemas naturais
7.1 - Incêndios e supressão de incêndios
7.1.1 - Aumento da frequência/intensidade de incêndios","","","","","1000",""
"Animalia","Chordata","Actinopterygii","Characiformes","Bryconidae","Brycon","Brycon howesi","","","Lima, 2017","Piabanha","Peixes Continentais","10/2021","Quase Ameaçada","","","Brycon howesi &eacute; end&ecirc;mica do Brasil e ocorre na bacia do rio Jequitinhonha, no estado de Minas Gerais. Pescadores relataram que a esp&eacute;cie estava se tornando cada vez mais escassa na por&ccedil;&atilde;o m&eacute;dia da bacia, mas h&aacute; uma popula&ccedil;&atilde;o aparentemente saud&aacute;vel que ocorre no Parque Estadual do Rio Preto, nas cabeceiras do rio Ara&ccedil;ua&iacute;. A bacia do rio Jequitinhonha tem uma longa hist&oacute;ria de dist&uacute;rbios antr&oacute;picos que incluem extra&ccedil;&atilde;o de areia e garimpo seculares, desmatamento e assoreamento, o que provavelmente tenha sido a causa da diminui&ccedil;&atilde;o da esp&eacute;cie no m&eacute;dio rio Jequitinhonha. Adicionalmente, houve a constru&ccedil;&atilde;o da barragem de Irap&eacute; em 2006, pouco acima da &aacute;rea de onde vem a maior parte dos registros de B. howesi. A &Aacute;rea de Ocupa&ccedil;&atilde;o (AOO) calculada foi de 1.572 km2, considerando o gride de 4 km2 sobre os trechos de rios com registro atual e potencial da esp&eacute;cie. N&atilde;o h&aacute; informa&ccedil;&atilde;o dispon&iacute;vel sobre a situa&ccedil;&atilde;o de fragmenta&ccedil;&atilde;o de sua popula&ccedil;&atilde;o, mas se presume que os barramentos possam ter esse efeito a m&eacute;dio ou longo prazos por se tratar de uma esp&eacute;cie migradora. Por se aproximar da categoria Vulner&aacute;vel (VU) pelo crit&eacute;rio B2b(iii), Brycon howesi foi categorizada como Quase Amea&ccedil;ada (NT).","Sim","Não","Minas Gerais","|Sudeste|","Cerrado, Mata Atlântica","","","PARQUE ESTADUAL GRÃO MOGOL, PARQUE ESTADUAL RIO PRETO","","Sim","Declinando","11 - Mudanças e extremos climáticos
11.1 - Mudança/alteração de habitat
3 - Produção energética e mineração
3.2 - Mineração
3 - Produção energética e mineração
3.3 - Energia renovável
3.3.1 - Hidrelétricas
7 - Modificações nos sistemas naturais
7.2 - Represas e uso de água
7.2.11 - Represas (tamanho desconhecido)
7 - Modificações nos sistemas naturais
7.3 - Outras modificações nos ecossistemas
8 - Espécies invasoras
problemáticas e doenças
8.1 - Espécies exóticas
8 - Espécies invasoras
problemáticas e doenças
8.2 - Espécies domésticas
8.2.2 - Predadores","","","","","",""
